exp_key,subject_eve,subject_dense,name,webgazer_has_valid_frames
train04_step058,train04,2,MIT-i161218845.jpg,True
train04_step061,train04,2,MIT-i2292390104.jpg,True
train04_step062,train04,2,MIT-i191788956.jpg,True
train04_step083,train04,2,MIT-i2288352265.jpg,True
train04_step084,train04,2,MIT-i2274764417.jpg,True
train04_step085,train04,2,MIT-i159812896.jpg,True
train04_step086,train04,2,MIT-istatic-barcelona-street-city-outdoor-2-2005-dsc04417.jpg,True
train04_step088,train04,2,MIT-i2128074106.jpg,True
train04_step089,train04,2,MIT-i2206349266.jpg,True
train04_step090,train04,2,MIT-i2279312497.jpg,True
train04_step091,train04,2,MIT-i2281390450.jpg,True
train04_step097,train04,2,MIT-i2195097920.jpg,True
train04_step102,train04,2,MIT-i2096842680.jpg,True
train07_step008,train07,5,MIT-i1143521266.jpg,True
train07_step010,train07,5,MIT-i1158892521.jpg,True
train07_step011,train07,5,MIT-i1066946823.jpg,True
train07_step018,train07,5,MIT-i1526935589.jpg,True
train07_step019,train07,5,MIT-istatic-street-outdoor-palma-mallorca-spain-IMG-0706.jpg,True
train07_step020,train07,5,MIT-i41829193.jpg,True
train07_step021,train07,5,MIT-i2312141889.jpg,True
train07_step022,train07,5,MIT-i2024335538.jpg,True
train07_step026,train07,5,MIT-i758143153.jpg,True
train07_step044,train07,5,MIT-i2252058417.jpg,True
train07_step047,train07,5,MIT-i2268806470.jpg,True
train07_step048,train07,5,MIT-i184411602.jpg,True
train07_step049,train07,5,MIT-i207747794.jpg,True
train07_step050,train07,5,MIT-i1459316934.jpg,True
train07_step051,train07,5,MIT-i2313869697.jpg,True
train07_step054,train07,5,MIT-i191788956.jpg,True
train07_step055,train07,5,MIT-i2293654605.jpg,True
train07_step058,train07,5,MIT-i1843172607.jpg,True
train07_step081,train07,5,MIT-i2125430605.jpg,True
train07_step082,train07,5,MIT-i1436880351.jpg,True
train07_step083,train07,5,MIT-i1398733076.jpg,True
train07_step085,train07,5,MIT-i2282543251.jpg,True
train07_step091,train07,5,MIT-i1464437389.jpg,True
train07_step094,train07,5,MIT-i2132410530.jpg,True
train07_step095,train07,5,MIT-i1158900179.jpg,True
train07_step096,train07,5,MIT-i2279312497.jpg,True
train07_step097,train07,5,MIT-i2289739189.jpg,True
train07_step099,train07,5,MIT-i2154989221.jpg,True
train09_step008,train09,7,MIT-i1465710085.jpg,True
train09_step012,train09,7,MIT-i1843338577.jpg,True
train09_step016,train09,7,MIT-i2299085201.jpg,True
train09_step017,train09,7,MIT-i2305875863.jpg,True
train09_step023,train09,7,MIT-i2193346743.jpg,True
train09_step024,train09,7,MIT-i129796908.jpg,True
train09_step025,train09,7,MIT-i2271918453.jpg,True
train09_step027,train09,7,MIT-i1791282115.jpg,True
train09_step045,train09,7,MIT-i1010483663.jpg,True
train09_step047,train09,7,MIT-i2295411886.jpg,True
train09_step048,train09,7,MIT-i132419257.jpg,True
train09_step049,train09,7,MIT-istatic-street-cambridge-outdoor-july-2005-img-0270.jpg,True
train09_step050,train09,7,MIT-istatic-street-outdoor-palma-mallorca-spain-IMG-0706.jpg,True
train09_step051,train09,7,MIT-i2051249439.jpg,True
train09_step055,train09,7,MIT-i2048557303.jpg,True
train09_step057,train09,7,MIT-i107362766.jpg,True
train09_step059,train09,7,MIT-i1000274881.jpg,True
train09_step061,train09,7,MIT-i1977159993.jpg,True
train09_step062,train09,7,MIT-i1548942940.jpg,True
train09_step064,train09,7,MIT-i2246755161.jpg,True
train09_step084,train09,7,MIT-i2169262237.jpg,True
train09_step089,train09,7,MIT-i05june05-static-street-boston-p1010806.jpg,True
train09_step090,train09,7,MIT-i245864757.jpg,True
train09_step091,train09,7,MIT-i1061875704.jpg,True
train09_step093,train09,7,MIT-i2255893801.jpg,True
train09_step094,train09,7,MIT-i117772445.jpg,True
train09_step096,train09,7,MIT-i1066946823.jpg,True
train09_step098,train09,7,MIT-i1865070582.jpg,True
train09_step099,train09,7,MIT-i2236128403.jpg,True
train09_step100,train09,7,MIT-i10feb04-static-techsquare-img-0873.jpg,True
train09_step102,train09,7,MIT-istatic-barcelona-street-city-outdoor-2005-img-0561.jpg,True
train10_step008,train10,8,MIT-i2169262237.jpg,True
train10_step010,train10,8,MIT-i2024335538.jpg,True
train10_step012,train10,8,MIT-i1507520018.jpg,True
train10_step013,train10,8,MIT-i2172150551.jpg,True
train10_step014,train10,8,MIT-i2048557303.jpg,True
train10_step017,train10,8,MIT-i1158892521.jpg,True
train10_step018,train10,8,MIT-i1073650522.jpg,True
train10_step019,train10,8,MIT-i1801281281.jpg,True
train10_step021,train10,8,MIT-i2221573154.jpg,True
train10_step023,train10,8,MIT-i1459316934.jpg,True
train10_step024,train10,8,MIT-i1843338577.jpg,True
train10_step025,train10,8,MIT-i2279314231.jpg,True
train10_step027,train10,8,MIT-i113829406.jpg,True
train10_step045,train10,8,MIT-i2312141889.jpg,True
train10_step047,train10,8,MIT-i2313869697.jpg,True
train10_step049,train10,8,MIT-i2243369152.jpg,True
train10_step051,train10,8,MIT-i2130135439.jpg,True
train10_step052,train10,8,MIT-i245864757.jpg,True
train10_step053,train10,8,MIT-i159812896.jpg,True
train10_step054,train10,8,MIT-i1061875704.jpg,True
train10_step056,train10,8,MIT-i05june05-static-street-boston-p1010855.jpg,True
train10_step057,train10,8,MIT-i1715062725.jpg,True
train10_step060,train10,8,MIT-i2254450797.jpg,True
train10_step061,train10,8,MIT-i117772445.jpg,True
train10_step062,train10,8,MIT-i2281390450.jpg,True
train10_step063,train10,8,MIT-istatic-street-outdoor-palma-mallorca-spain-IMG-0459.jpg,True
train10_step064,train10,8,MIT-i2236128403.jpg,True
train10_step081,train10,8,MIT-i2269335025.jpg,True
train10_step083,train10,8,MIT-istatic-barcelona-street-city-outdoor-2005-img-0391.jpg,True
train10_step084,train10,8,MIT-i2241063231.jpg,True
train10_step085,train10,8,MIT-i1245116076.jpg,True
train10_step086,train10,8,MIT-i2305344695.jpg,True
train10_step088,train10,8,MIT-istatic-barcelona-street-city-outdoor-2-2005-dsc04140.jpg,True
train10_step091,train10,8,MIT-i110545600.jpg,True
train10_step092,train10,8,MIT-istatic-street-cambridge-outdoor-july-2005-img-0270.jpg,True
train10_step093,train10,8,MIT-i132419257.jpg,True
train10_step094,train10,8,MIT-i1971145444.jpg,True
train10_step095,train10,8,MIT-i2202295378.jpg,True
train10_step096,train10,8,MIT-i1465710085.jpg,True
train10_step097,train10,8,MIT-i2139086685.jpg,True
train10_step098,train10,8,MIT-i2218200403.jpg,True
train10_step099,train10,8,MIT-i2224739969.jpg,True
train10_step100,train10,8,MIT-i1398733076.jpg,True
train11_step008,train11,9,MIT-i666418509.jpg,True
train11_step009,train11,9,MIT-i2311048559.jpg,True
train11_step010,train11,9,MIT-i2240166669.jpg,True
train11_step011,train11,9,MIT-i1071145422.jpg,True
train11_step012,train11,9,MIT-i282863243.jpg,True
train11_step017,train11,9,MIT-i2287736466.jpg,True
train11_step020,train11,9,MIT-i05june05-static-street-boston-p1010808.jpg,True
train11_step021,train11,9,MIT-i2284954143.jpg,True
train11_step027,train11,9,MIT-i2152854053.jpg,True
train11_step049,train11,9,MIT-istatic-barcelona-street-city-outdoor-2-2005-img-0612.jpg,True
train11_step051,train11,9,MIT-i2289458290.jpg,True
train11_step053,train11,9,MIT-i1247210024.jpg,True
train11_step054,train11,9,MIT-i2257777237.jpg,True
train11_step057,train11,9,MIT-i1229102713.jpg,True
train11_step061,train11,9,MIT-istatic-submitted-saxena-chung-ng-nips2005-learningdepth-img-manmade7-p-343t0.jpg,True
train11_step064,train11,9,MIT-i2296179544.jpg,True
train11_step085,train11,9,MIT-i2299919722.jpg,True
train11_step086,train11,9,MIT-i151260195.jpg,True
train11_step087,train11,9,MIT-istatic-coast-palafrugel-outdoor-spain-IMG-9165.jpg,True
train11_step088,train11,9,MIT-i1733711537.jpg,True
train11_step089,train11,9,MIT-i1465015711.jpg,True
train11_step091,train11,9,MIT-i1126243635.jpg,True
train11_step093,train11,9,MIT-i2310025483.jpg,True
train11_step094,train11,9,MIT-i2290787775.jpg,True
train11_step096,train11,9,MIT-i1132643854.jpg,True
train11_step098,train11,9,MIT-i201161868.jpg,True
train11_step100,train11,9,MIT-i118680869.jpg,True
train11_step103,train11,9,MIT-i1843924285.jpg,True
train12_step008,train12,10,MIT-istatic-hotel-room-indoor-IMG-1080.jpg,True
train12_step012,train12,10,MIT-i112041276.jpg,True
train12_step013,train12,10,MIT-i2197862712.jpg,True
train12_step014,train12,10,MIT-i2311360809.jpg,True
train12_step015,train12,10,MIT-i2260404605.jpg,True
train12_step016,train12,10,MIT-i1252592787.jpg,True
train12_step023,train12,10,MIT-i2172660077.jpg,True
train12_step024,train12,10,MIT-i1426615161.jpg,True
train12_step027,train12,10,MIT-istatic-barcelona-street-city-outdoor-2005-img-0308.jpg,True
train12_step045,train12,10,MIT-i1308677325.jpg,True
train12_step049,train12,10,MIT-i281369959.jpg,True
train12_step051,train12,10,MIT-i1079765858.jpg,True
train12_step055,train12,10,MIT-i30may05-static-street-cambridge-p1010735.jpg,True
train12_step058,train12,10,MIT-i1872398737.jpg,True
train12_step062,train12,10,MIT-i2230355522.jpg,True
train12_step063,train12,10,MIT-i436895919.jpg,True
train12_step086,train12,10,MIT-i1236338489.jpg,True
train12_step088,train12,10,MIT-i2263853284.jpg,True
train12_step097,train12,10,MIT-i1830140040.jpg,True
train12_step099,train12,10,MIT-i192592020.jpg,True
train13_step011,train13,11,MIT-i195628584.jpg,True
train13_step014,train13,11,MIT-i133055176.jpg,True
train13_step018,train13,11,MIT-i1267668332.jpg,True
train13_step019,train13,11,MIT-i132306741.jpg,True
train13_step021,train13,11,MIT-i2248598896.jpg,True
train13_step023,train13,11,MIT-i40576393.jpg,True
train13_step024,train13,11,MIT-i1252680396.jpg,True
train13_step047,train13,11,MIT-i2300299195.jpg,True
train13_step048,train13,11,MIT-i2103244527.jpg,True
train13_step050,train13,11,MIT-i1519001350.jpg,True
train13_step051,train13,11,MIT-i1143924367.jpg,True
train13_step052,train13,11,MIT-i2300011983.jpg,True
train13_step053,train13,11,MIT-i2310011075.jpg,True
train13_step056,train13,11,MIT-i2252480851.jpg,True
train13_step057,train13,11,MIT-i2289344696.jpg,True
train13_step060,train13,11,MIT-i1074021825.jpg,True
train13_step061,train13,11,MIT-i106389849.jpg,True
train13_step064,train13,11,MIT-i1116953942.jpg,True
train13_step090,train13,11,MIT-i104935329.jpg,True
train13_step091,train13,11,MIT-i1296050196.jpg,True
train13_step093,train13,11,MIT-i1894296898.jpg,True
train13_step094,train13,11,MIT-i2218174961.jpg,True
train14_step012,train14,12,MIT-i1361149388.jpg,True
train14_step014,train14,12,MIT-i2168068710.jpg,True
train14_step016,train14,12,MIT-i167469109.jpg,True
train14_step020,train14,12,MIT-i2169932251.jpg,True
train14_step045,train14,12,MIT-i2285904669.jpg,True
train14_step046,train14,12,MIT-i2290794919.jpg,True
train14_step047,train14,12,MIT-istatic-street-outdoor-palma-mallorca-spain-IMG-0714.jpg,True
train14_step055,train14,12,MIT-i1270375142.jpg,True
train14_step056,train14,12,MIT-i2304945037.jpg,True
train14_step060,train14,12,MIT-i1147516428.jpg,True
train14_step086,train14,12,MIT-i2200457814.jpg,True
train14_step090,train14,12,MIT-i1429029695.jpg,True
train14_step093,train14,12,MIT-i1272119743.jpg,True
train14_step098,train14,12,MIT-i2130718051.jpg,True
train14_step100,train14,12,MIT-syntheticData1.jpg,True
train14_step101,train14,12,MIT-i190198267.jpg,True
train16_step008,train16,13,MIT-i104935329.jpg,True
train16_step010,train16,13,MIT-i1143924367.jpg,True
train16_step012,train16,13,MIT-i2260969693.jpg,True
train16_step014,train16,13,MIT-i1232366169.jpg,True
train16_step015,train16,13,MIT-i1394080896.jpg,True
train16_step017,train16,13,MIT-i104879632.jpg,True
train16_step022,train16,13,MIT-i1426615161.jpg,True
train16_step025,train16,13,MIT-i2174530507.jpg,True
train16_step026,train16,13,MIT-i2169932251.jpg,True
train16_step049,train16,13,MIT-ioffice-indoor-set2-web-static-despacho.jpg,True
train16_step052,train16,13,MIT-istatic-barcelona-street-city-outdoor-2-2005-img-0611.jpg,True
train16_step053,train16,13,MIT-i1071145422.jpg,True
train16_step054,train16,13,MIT-i190198267.jpg,True
train16_step055,train16,13,MIT-i2260404605.jpg,True
train16_step059,train16,13,MIT-i2280611353.jpg,True
train16_step060,train16,13,MIT-i1126243635.jpg,True
train16_step085,train16,13,MIT-i1163635870.jpg,True
train16_step086,train16,13,MIT-i2215088717.jpg,True
train16_step095,train16,13,MIT-i2243931087.jpg,True
train16_step096,train16,13,MIT-i2237760217.jpg,True
train16_step097,train16,13,MIT-i1147516428.jpg,True
train16_step098,train16,13,MIT-i2245353852.jpg,True
train16_step100,train16,13,MIT-i2257777237.jpg,True
train16_step102,train16,13,MIT-i112041276.jpg,True
train16_step104,train16,13,MIT-i2306009363.jpg,True
train18_step010,train18,14,MIT-i1132643854.jpg,True
train18_step011,train18,14,MIT-i2265609722.jpg,True
train18_step019,train18,14,MIT-i2208022381.jpg,False
train18_step020,train18,14,MIT-i1338496399.jpg,True
train18_step021,train18,14,MIT-i2290794919.jpg,False
train18_step023,train18,14,MIT-i1466094492.jpg,True
train18_step025,train18,14,MIT-i2312920143.jpg,True
train18_step026,train18,14,MIT-i2301233235.jpg,True
train18_step051,train18,14,MIT-i2057541.jpg,True
train18_step052,train18,14,MIT-i151492118.jpg,False
train18_step054,train18,14,MIT-i246575348.jpg,True
train18_step055,train18,14,MIT-i2141160962.jpg,True
train18_step056,train18,14,MIT-i2240165567.jpg,True
train18_step061,train18,14,MIT-i2244455009.jpg,False
train18_step064,train18,14,MIT-i1198772915.jpg,True
train18_step065,train18,14,MIT-i2156209373.jpg,False
train18_step066,train18,14,MIT-i2291750140.jpg,True
train18_step067,train18,14,MIT-i1025035805.jpg,False
train18_step089,train18,14,MIT-i1830140040.jpg,True
train18_step091,train18,14,MIT-i2237801383.jpg,True
train18_step092,train18,14,MIT-i1116123355.jpg,True
train18_step093,train18,14,MIT-i2281538905.jpg,True
train18_step095,train18,14,MIT-i1206857407.jpg,True
train18_step097,train18,14,MIT-i2184058853.jpg,True
train18_step098,train18,14,MIT-i1843172607.jpg,True
train18_step099,train18,14,MIT-i1247210024.jpg,True
train18_step100,train18,14,MIT-i1060622926.jpg,True
train18_step101,train18,14,MIT-i1872398737.jpg,True
train18_step105,train18,14,MIT-i2310025483.jpg,True
train18_step108,train18,14,MIT-i2214763761.jpg,True
train19_step008,train19,15,MIT-istatic-barcelona-street-city-outdoor-2-2005-img-0612.jpg,True
train19_step010,train19,15,MIT-istatic-coast-palafrugel-outdoor-spain-IMG-9165.jpg,True
train19_step011,train19,15,MIT-i2312211495.jpg,True
train19_step012,train19,15,MIT-i200539576.jpg,True
train19_step013,train19,15,MIT-i1485310101.jpg,True
train19_step014,train19,15,MIT-i467891882.jpg,True
train19_step018,train19,15,MIT-i118680869.jpg,True
train19_step020,train19,15,MIT-i1270375142.jpg,True
train19_step021,train19,15,MIT-i2069913521.jpg,True
train19_step024,train19,15,MIT-i2260969693.jpg,True
train19_step048,train19,15,MIT-i2293362913.jpg,True
train19_step049,train19,15,MIT-i163823931.jpg,True
train19_step052,train19,15,MIT-i2240160496.jpg,True
train19_step054,train19,15,MIT-i1000978947.jpg,True
train19_step057,train19,15,MIT-i2288435981.jpg,True
train19_step060,train19,15,MIT-i1296050196.jpg,True
train19_step061,train19,15,MIT-i2285904669.jpg,True
train19_step062,train19,15,MIT-i1252592787.jpg,True
train19_step065,train19,15,MIT-ibarcelona-static-street-p9140514.jpg,True
train19_step066,train19,15,MIT-i2273510179.jpg,True
train19_step085,train19,15,MIT-i179901987.jpg,True
train19_step087,train19,15,MIT-i1355286331.jpg,True
train19_step089,train19,15,MIT-i2077402873.jpg,True
train19_step090,train19,15,MIT-i1466094492.jpg,True
train19_step091,train19,15,MIT-i1122022227.jpg,True
train19_step096,train19,15,MIT-i2237001917.jpg,True
train19_step098,train19,15,MIT-i2049327173.jpg,True
train19_step099,train19,15,MIT-istatic-barcelona-street-city-outdoor-2005-img-0587.jpg,True
train19_step100,train19,15,MIT-i2300136569.jpg,True
train20_step009,train20,16,MIT-ioffice-indoor-set2-web-static-despacho.jpg,True
train20_step011,train20,16,MIT-i1355213079.jpg,True
train20_step015,train20,16,MIT-i1023439436.jpg,True
train20_step021,train20,16,MIT-i1815291162.jpg,True
train20_step022,train20,16,MIT-i120225437.jpg,True
train20_step027,train20,16,MIT-i1060622926.jpg,True
train20_step049,train20,16,MIT-i2215088717.jpg,True
train20_step054,train20,16,MIT-i1308677325.jpg,True
train20_step056,train20,16,MIT-i167469109.jpg,True
train20_step057,train20,16,MIT-i1121584164.jpg,True
train20_step059,train20,16,MIT-i200539576.jpg,True
train20_step060,train20,16,MIT-i2304945037.jpg,True
train20_step061,train20,16,MIT-i2208022381.jpg,True
train20_step063,train20,16,MIT-istatic-indoor-mixed-img-0998.jpg,True
train20_step065,train20,16,MIT-i19023164.jpg,True
train20_step066,train20,16,MIT-i467891882.jpg,True
train20_step087,train20,16,MIT-i281369959.jpg,True
train20_step090,train20,16,MIT-i1677421979.jpg,True
train20_step091,train20,16,MIT-i1272116803.jpg,True
train20_step092,train20,16,MIT-i151260195.jpg,True
train20_step097,train20,16,MIT-i2069913521.jpg,True
train20_step100,train20,16,MIT-i2230355522.jpg,True
train20_step102,train20,16,MIT-i2156209373.jpg,True
train20_step105,train20,16,MIT-i2152854053.jpg,True
train21_step008,train21,17,MIT-i2240166669.jpg,True
train21_step010,train21,17,MIT-i2273510179.jpg,True
train21_step012,train21,17,MIT-i2125430605.jpg,True
train21_step013,train21,17,MIT-i2281397626.jpg,True
train21_step015,train21,17,MIT-i2268806470.jpg,True
train21_step016,train21,17,MIT-i132418079.jpg,True
train21_step019,train21,17,MIT-i1022085609.jpg,True
train21_step025,train21,17,MIT-istatic-houses-boston-2005-IMG-4108.jpg,True
train21_step026,train21,17,MIT-i2184058853.jpg,True
train21_step027,train21,17,MIT-i1252592787.jpg,True
train21_step049,train21,17,MIT-i1436876661.jpg,True
train21_step051,train21,17,MIT-i2173051128.jpg,True
train21_step052,train21,17,MIT-i13910717.jpg,True
train21_step056,train21,17,MIT-i2229496653.jpg,True
train21_step058,train21,17,MIT-i2299063277.jpg,True
train21_step059,train21,17,MIT-i2130718051.jpg,True
train21_step060,train21,17,MIT-i350435387.jpg,True
train21_step062,train21,17,MIT-i1065019259.jpg,True
train21_step064,train21,17,MIT-i2200457814.jpg,True
train21_step065,train21,17,MIT-i2310011075.jpg,True
train21_step084,train21,17,MIT-i2291750140.jpg,True
train21_step085,train21,17,MIT-i175936273.jpg,True
train21_step086,train21,17,MIT-i110996888.jpg,True
train21_step089,train21,17,MIT-i2172274186.jpg,True
train21_step092,train21,17,MIT-istatic-outdoor-street-city-cambridge-uk-IMG-8702.jpg,True
train21_step096,train21,17,MIT-i2077402873.jpg,True
train21_step097,train21,17,MIT-i2311360809.jpg,True
train21_step098,train21,17,MIT-i179901987.jpg,True
train21_step099,train21,17,MIT-i2211765468.jpg,True
train21_step101,train21,17,MIT-i2297598229.jpg,True
train21_step102,train21,17,MIT-i114742201.jpg,True
train22_step010,train22,18,MIT-i1267668332.jpg,True
train22_step013,train22,18,MIT-i1122022227.jpg,True
train22_step015,train22,18,MIT-i11560614.jpg,True
train22_step016,train22,18,MIT-i2300136569.jpg,True
train22_step022,train22,18,MIT-i2293362913.jpg,True
train22_step027,train22,18,MIT-i1260588917.jpg,True
train22_step048,train22,18,MIT-i2049327173.jpg,True
train22_step051,train22,18,MIT-i132306528.jpg,True
train22_step052,train22,18,MIT-i2252058417.jpg,True
train22_step053,train22,18,MIT-i1894296898.jpg,True
train22_step054,train22,18,MIT-i1079765858.jpg,True
train22_step055,train22,18,MIT-i2038156448.jpg,True
train22_step058,train22,18,MIT-i1388704075.jpg,True
train22_step061,train22,18,MIT-i2218506905.jpg,True
train22_step064,train22,18,MIT-i1425518494.jpg,True
train22_step065,train22,18,MIT-syntheticData1.jpg,True
train22_step089,train22,18,MIT-istatic-barcelona-street-city-outdoor-2-2005-dsc04265.jpg,True
train22_step090,train22,18,MIT-i1074021825.jpg,True
train22_step091,train22,18,MIT-i2285904669.jpg,True
train22_step092,train22,18,MIT-i120225437.jpg,True
train22_step093,train22,18,MIT-i1485310101.jpg,True
train22_step099,train22,18,MIT-i163823931.jpg,True
train22_step102,train22,18,MIT-i418843655.jpg,True
train22_step106,train22,18,MIT-i199491590.jpg,True
train22_step107,train22,18,MIT-i2244455009.jpg,True
train25_step008,train25,20,MIT-i1872904642.jpg,True
train25_step011,train25,20,MIT-i2218174961.jpg,True
train25_step013,train25,20,MIT-i2279314231.jpg,True
train25_step015,train25,20,MIT-i112041276.jpg,True
train25_step017,train25,20,MIT-i2274764417.jpg,True
train25_step018,train25,20,MIT-i1000274881.jpg,True
train25_step021,train25,20,MIT-i132306741.jpg,True
train25_step022,train25,20,MIT-i1272116803.jpg,True
train25_step026,train25,20,MIT-i1526935589.jpg,True
train25_step027,train25,20,MIT-i205838601.jpg,True
train25_step048,train25,20,MIT-i1436876661.jpg,True
train25_step049,train25,20,MIT-i2310025483.jpg,True
train25_step051,train25,20,MIT-i207747794.jpg,True
train25_step052,train25,20,MIT-istatic-barcelona-street-city-outdoor-2005-img-0308.jpg,True
train25_step058,train25,20,MIT-i110996888.jpg,True
train25_step060,train25,20,MIT-i2237760217.jpg,True
train25_step062,train25,20,MIT-i1802328941.jpg,True
train25_step063,train25,20,MIT-i110545600.jpg,True
train25_step066,train25,20,MIT-i1733711537.jpg,True
train25_step086,train25,20,MIT-i192592020.jpg,True
train25_step090,train25,20,MIT-i2254450797.jpg,True
train25_step093,train25,20,MIT-i1071145422.jpg,True
train25_step095,train25,20,MIT-i1270375142.jpg,True
train25_step096,train25,20,MIT-i2245353852.jpg,True
train25_step097,train25,20,MIT-i113908266.jpg,True
train25_step098,train25,20,MIT-i1252680396.jpg,True
train25_step100,train25,20,MIT-i2244455009.jpg,True
train25_step101,train25,20,MIT-i2237001917.jpg,True
train25_step104,train25,20,MIT-i1116123355.jpg,True
train27_step008,train27,22,MIT-i2270031495.jpg,True
train27_step010,train27,22,MIT-i2263853284.jpg,True
train27_step014,train27,22,MIT-i2255893801.jpg,True
train27_step015,train27,22,MIT-i1143924367.jpg,True
train27_step017,train27,22,MIT-i2303119791.jpg,True
train27_step018,train27,22,MIT-syntheticData3.jpg,True
train27_step020,train27,22,MIT-i2296179544.jpg,True
train27_step021,train27,22,MIT-i1338496399.jpg,True
train27_step023,train27,22,MIT-i2243931087.jpg,True
train27_step024,train27,22,MIT-i05june05-static-street-boston-p1010808.jpg,True
train27_step026,train27,22,MIT-i2245353852.jpg,True
train27_step027,train27,22,MIT-i282863243.jpg,True
train27_step052,train27,22,MIT-i2172274186.jpg,True
train27_step053,train27,22,MIT-i1064228254.jpg,True
train27_step054,train27,22,MIT-i467891882.jpg,True
train27_step058,train27,22,MIT-i1267668332.jpg,True
train27_step059,train27,22,MIT-i1116953942.jpg,True
train27_step061,train27,22,MIT-i2301233235.jpg,True
train27_step063,train27,22,MIT-i2300299195.jpg,True
train27_step066,train27,22,MIT-i2244589999.jpg,True
train27_step067,train27,22,MIT-i1031604161.jpg,True
train27_step087,train27,22,MIT-i1115183390.jpg,True
train27_step091,train27,22,MIT-i2130135439.jpg,True
train27_step098,train27,22,MIT-i113829406.jpg,True
train27_step101,train27,22,MIT-istatic-coast-landscape-outdoor-dsc03095.jpg,True
train27_step104,train27,22,MIT-i455593157.jpg,True
train27_step105,train27,22,MIT-i1019928312.jpg,True
train28_step008,train28,23,MIT-i2202295378.jpg,True
train28_step011,train28,23,MIT-i2265609722.jpg,True
train28_step012,train28,23,MIT-i2271918453.jpg,True
train28_step014,train28,23,MIT-i1025035805.jpg,True
train28_step015,train28,23,MIT-i375779601.jpg,True
train28_step017,train28,23,MIT-i2312141889.jpg,True
train28_step018,train28,23,MIT-syntheticData3.jpg,True
train28_step020,train28,23,MIT-i192592020.jpg,True
train28_step025,train28,23,MIT-i1602482813.jpg,True
train28_step026,train28,23,MIT-i2310105376.jpg,True
